id,layer_1,layer_2,layer_3,layer_4
68,142.05067443847656,110.17206573486328,52.50562286376953,293.8207092285156
69,95.62116241455078,125.15834045410156,171.53155517578125,95.62625885009766
70,144.599609375,84.19823455810547,38.92964553833008,52.68797302246094
71,161.3356170654297,40.198524475097656,125.07292938232422,105.64639282226562
72,130.27549743652344,47.85650634765625,268.60223388671875,147.4962615966797
73,254.85780334472656,281.78192138671875,123.0249252319336,146.93260192871094
74,207.853515625,126.1512680053711,108.4322738647461,223.3937225341797
75,277.6360778808594,268.4382629394531,185.23680114746094,117.3426284790039
76,240.3678436279297,218.29730224609375,57.562313079833984,27.08525276184082
77,206.1156463623047,38.1379280090332,9.201948165893555,159.3065948486328
78,155.9054718017578,143.16946411132812,152.45938110351562,182.5908203125
79,215.8011932373047,134.37753295898438,118.46529388427734,299.5672607421875
80,85.30329132080078,223.5406036376953,138.0413055419922,113.6267318725586
81,25.955556869506836,259.85400390625,216.82203674316406,278.83837890625
82,145.38833618164062,158.87872314453125,45.70988082885742,143.5452423095703
83,64.64677429199219,9.693549156188965,293.6952209472656,73.8774185180664
84,51.001163482666016,94.73171997070312,97.73252868652344,186.9598388671875
85,48.5750846862793,309.3459167480469,284.1063537597656,65.2720718383789
86,126.10100555419922,206.87164306640625,264.9876403808594,154.04067993164062
87,266.17034912109375,114.70173645019531,152.67369079589844,151.75054931640625
88,203.14987182617188,79.62195587158203,191.24984741210938,74.95545959472656
89,112.01122283935547,284.1335144042969,269.7449951171875,248.00607299804688
90,5.446424961090088,68.72345733642578,92.20976257324219,228.68020629882812
91,262.2357482910156,177.77566528320312,213.43443298339844,243.125
92,34.48970031738281,48.66474533081055,250.9761199951172,22.048091888427734
93,82.59893035888672,36.758018493652344,-7.618222713470459,224.18553161621094
94,102.33159637451172,81.44915771484375,37.836544036865234,188.3287353515625
95,252.94900512695312,152.26585388183594,295.54730224609375,160.7223358154297
96,179.0306396484375,196.2573699951172,246.48733520507812,230.75303649902344
97,275.893798828125,221.6129608154297,299.5146179199219,70.20880889892578
98,171.49102783203125,185.45474243164062,247.57998657226562,153.7884521484375
99,239.3253173828125,117.33353424072266,184.8784637451172,256.3363952636719
100,260.1660461425781,115.16605377197266,47.135982513427734,47.77296447753906
101,159.1068115234375,77.551025390625,38.5733642578125,246.1673126220703
102,290.25421142578125,84.88263702392578,139.93743896484375,242.6554718017578
103,35.158843994140625,199.93374633789062,31.759523391723633,94.14842224121094
104,255.93115234375,47.209842681884766,34.40206527709961,82.72122955322266
105,152.5519561767578,256.6305847167969,213.38526916503906,207.09498596191406
106,55.167144775390625,306.08062744140625,122.75845336914062,191.89544677734375
107,100.32525634765625,123.11290740966797,105.82746887207031,48.38108825683594
108,34.57606887817383,181.439453125,212.13539123535156,32.26652526855469
109,167.45167541503906,115.68864440917969,115.91370391845703,243.69839477539062
110,149.73252868652344,265.5335388183594,188.75074768066406,145.71372985839844
111,169.80918884277344,142.35186767578125,66.34109497070312,149.802490234375
112,187.7822723388672,234.02194213867188,49.172874450683594,284.158203125
113,243.37939453125,278.39581298828125,266.8100280761719,208.9551544189453
114,243.36843872070312,159.63534545898438,233.59030151367188,62.73051071166992
115,233.24978637695312,137.2454071044922,227.31922912597656,133.54409790039062
116,237.5960235595703,92.37977600097656,0.2754809856414795,276.00677490234375
117,146.15426635742188,270.4385070800781,293.53216552734375,201.26846313476562
118,183.97329711914062,66.5325927734375,37.554195404052734,241.03509521484375
119,272.32537841796875,234.1803741455078,207.6103973388672,127.6735610961914
120,104.9059066772461,61.09636688232422,131.9263916015625,173.8306884765625
121,263.2104797363281,247.22030639648438,174.43397521972656,35.442359924316406
122,239.80345153808594,244.16197204589844,13.521074295043945,145.55116271972656
123,208.06912231445312,30.705089569091797,270.25482177734375,291.41729736328125
124,226.65931701660156,68.70552062988281,6.734746932983398,111.50135040283203
125,11.836073875427246,166.34056091308594,-3.4270145893096924,236.9488983154297
126,255.1240234375,25.199445724487305,267.4045715332031,70.35259246826172
127,69.5120849609375,204.53024291992188,279.607666015625,48.95627975463867
128,18.308574676513672,117.16616821289062,27.139774322509766,172.576171875
129,258.09765625,77.8746566772461,29.224533081054688,112.48680877685547
130,292.50946044921875,45.521583557128906,283.1577453613281,116.60615539550781
131,148.8185272216797,112.58975982666016,275.9754943847656,287.7013244628906
132,187.79164123535156,64.59903717041016,305.31402587890625,42.342342376708984
133,163.23741149902344,73.70125579833984,264.54925537109375,287.94921875
134,233.0456085205078,122.96701049804688,79.92100524902344,224.58836364746094
135,74.7367172241211,108.97025299072266,92.31253814697266,44.55411911010742
136,21.68649673461914,34.642906188964844,48.8580436706543,128.5743408203125
137,165.3417510986328,246.89425659179688,34.726806640625,131.365966796875
138,197.95578002929688,40.496856689453125,133.95709228515625,120.50492858886719
139,277.5272521972656,112.47659301757812,88.61271667480469,132.07884216308594
140,217.18438720703125,104.80418395996094,62.09607696533203,98.13029479980469
141,145.02955627441406,287.6302185058594,246.9608612060547,90.34219360351562
142,174.4676513671875,204.93128967285156,242.3174591064453,140.21824645996094
143,128.98390197753906,243.71348571777344,134.7019805908203,84.44683837890625
144,146.48825073242188,269.54541015625,55.076725006103516,142.57977294921875
145,185.0815887451172,157.93101501464844,61.546329498291016,13.3467435836792
146,230.5343017578125,191.55792236328125,-7.5868096351623535,104.10626983642578
147,238.23269653320312,185.47315979003906,172.9691619873047,60.11521911621094
148,215.81382751464844,131.3345489501953,215.1539764404297,240.39544677734375
149,83.21477508544922,243.79452514648438,101.04811096191406,292.7821350097656
150,43.61919021606445,309.42718505859375,11.515073776245117,86.46405029296875
151,150.3907012939453,171.8397979736328,132.58517456054688,43.002159118652344
152,86.16708374023438,113.3521957397461,219.4716033935547,266.4765930175781
153,178.95098876953125,21.886890411376953,239.92807006835938,94.7557373046875
154,109.92633056640625,165.62425231933594,78.75311279296875,288.7242736816406
155,46.58027267456055,155.947021484375,93.866943359375,148.9998321533203
156,187.49081420898438,181.86607360839844,171.601318359375,122.796142578125
157,193.34683227539062,128.2149200439453,241.69480895996094,235.5062713623047
158,99.52497100830078,130.5179443359375,182.76502990722656,56.431541442871094
159,209.26409912109375,87.37334442138672,203.60711669921875,50.16475296020508
160,203.9063720703125,92.79383087158203,150.55848693847656,131.87689208984375
161,146.46839904785156,226.8838348388672,90.58708190917969,200.5345916748047
162,30.357099533081055,85.9486312866211,233.28744506835938,17.037431716918945
163,201.6441192626953,39.854312896728516,124.9332504272461,267.8986511230469
164,9.543065071105957,196.49424743652344,12.497028350830078,261.6485900878906
165,228.7352294921875,213.1638946533203,204.55662536621094,8.182914733886719
166,28.57682991027832,187.22879028320312,296.3623352050781,266.77227783203125
167,220.95245361328125,215.53164672851562,75.40534973144531,227.3013458251953
168,89.15918731689453,70.7926025390625,127.41938018798828,111.92059326171875
169,59.571353912353516,132.72593688964844,274.4361267089844,136.79986572265625
170,131.49642944335938,236.68971252441406,151.8209686279297,43.88800048828125
171,277.17608642578125,134.48593139648438,233.9591827392578,125.20172882080078
172,211.3357391357422,148.01406860351562,81.03933715820312,68.85189819335938
173,282.0455322265625,196.3406219482422,10.833054542541504,118.83708953857422
174,58.881996154785156,81.06283569335938,43.167118072509766,49.360599517822266
175,199.60467529296875,56.287109375,185.52542114257812,186.29605102539062
176,217.60107421875,160.3688201904297,83.09819793701172,271.5975646972656
177,113.83287811279297,147.629150390625,200.89747619628906,155.6572723388672
178,277.633544921875,251.54595947265625,271.6900634765625,278.81976318359375
179,182.744873046875,151.58193969726562,219.91712951660156,73.3449935913086
180,55.87175369262695,37.563045501708984,68.03282165527344,10.79468059539795
181,202.41342163085938,49.0599365234375,241.4778289794922,207.14772033691406
182,298.0664978027344,126.31684112548828,269.4599304199219,148.10011291503906
183,109.47172546386719,33.43651580810547,267.8133850097656,244.85203552246094
184,74.5042495727539,152.84681701660156,119.47567749023438,15.640151023864746
185,25.6948299407959,111.84136199951172,78.82618713378906,162.20941162109375
186,64.45457458496094,65.86856842041016,206.11514282226562,216.4261474609375
187,104.90618133544922,236.05963134765625,88.10730743408203,110.02870178222656
188,224.2737579345703,39.1478157043457,273.53826904296875,31.121248245239258
189,142.46725463867188,210.8483428955078,28.944387435913086,244.86827087402344
190,248.72242736816406,150.97384643554688,66.1396484375,33.49612808227539
191,41.33379364013672,254.8397979736328,114.95262908935547,290.5320129394531
192,138.88626098632812,42.543418884277344,127.77942657470703,227.02438354492188
193,261.5247802734375,8.3816499710083,70.55105590820312,154.5508575439453
194,50.9383544921875,260.3337097167969,273.3689880371094,99.75088500976562
195,136.38900756835938,174.61483764648438,92.39985656738281,166.37742614746094
196,67.58380889892578,112.93630981445312,138.64369201660156,182.2768096923828
197,151.99745178222656,86.8144302368164,75.85353088378906,47.8556022644043
198,238.351806640625,58.41225051879883,204.29913330078125,85.57646942138672
199,93.48240661621094,221.02146911621094,195.7305450439453,219.98147583007812
200,161.96871948242188,273.6274719238281,33.788150787353516,199.15438842773438
201,45.62468338012695,212.89920043945312,120.10704040527344,207.68519592285156
202,214.86270141601562,199.39974975585938,77.43534088134766,251.93246459960938
203,80.00031280517578,146.54031372070312,202.8528594970703,77.13304901123047
204,191.9660186767578,97.21465301513672,59.11939239501953,247.20933532714844
205,195.48013305664062,121.6942367553711,158.51853942871094,13.16512680053711
206,46.8738899230957,125.7914047241211,292.3084411621094,158.5650634765625
207,27.53141212463379,225.84266662597656,244.0022430419922,235.83285522460938
208,182.63978576660156,213.3966522216797,68.20870208740234,219.21693420410156
209,246.6017608642578,223.82945251464844,119.6006088256836,182.9258270263672
210,199.97364807128906,266.2120361328125,39.8232421875,252.8791961669922
211,121.60082244873047,112.13362121582031,153.12030029296875,22.32670783996582
212,74.42766571044922,203.68240356445312,200.6682891845703,148.54962158203125
213,275.9422302246094,151.4811248779297,109.80184173583984,255.38352966308594
214,84.20708465576172,183.56039428710938,222.04977416992188,239.23178100585938
215,252.49954223632812,100.34428405761719,25.00769805908203,14.924241065979004
216,218.80128479003906,275.6629943847656,113.38744354248047,135.7447967529297
217,228.6690673828125,198.13739013671875,92.99620056152344,203.65054321289062
218,97.56158447265625,115.12202453613281,167.34100341796875,224.4980926513672
219,58.41168975830078,6.459462642669678,178.96702575683594,17.959657669067383
220,25.572124481201172,54.285255432128906,218.41812133789062,28.3230037689209
221,24.35965347290039,290.58660888671875,138.66058349609375,273.20416259765625
222,70.36261749267578,149.8276824951172,112.16035461425781,62.5992546081543
223,108.9653549194336,291.5233154296875,231.9491424560547,114.45500946044922
224,130.19760131835938,89.42362213134766,157.53062438964844,223.43792724609375
225,205.99993896484375,132.8944549560547,46.13796615600586,268.2650146484375
226,136.7503662109375,113.83211517333984,14.952985763549805,43.74982452392578
227,260.012451171875,170.8090362548828,219.58714294433594,52.00179672241211
228,109.07157135009766,254.24365234375,250.79478454589844,79.37384796142578
229,9.341386795043945,250.45083618164062,66.46781921386719,239.4319305419922
230,205.2295379638672,70.88419342041016,29.646799087524414,282.8970031738281
231,179.29608154296875,195.77369689941406,137.93418884277344,47.79018020629883
232,187.66986083984375,86.48539733886719,228.56459045410156,229.3486328125
233,13.5015869140625,283.4760437011719,25.807966232299805,19.865488052368164
234,101.63866424560547,43.10126495361328,79.75811767578125,104.96172332763672
235,219.21249389648438,127.8441390991211,87.91361999511719,145.14291381835938
236,123.86331176757812,103.49880981445312,278.8045654296875,169.74998474121094
237,272.52239990234375,265.95416259765625,159.71206665039062,81.03874969482422
238,216.94110107421875,135.06272888183594,215.37136840820312,126.523681640625
239,149.34378051757812,23.02541160583496,228.4095458984375,16.371383666992188
240,207.8998565673828,177.45066833496094,235.1600341796875,87.09603118896484
241,206.1275177001953,72.36581420898438,157.68780517578125,107.43306732177734
242,258.8612976074219,244.00050354003906,136.37637329101562,179.6018829345703
243,105.82523345947266,297.7826232910156,277.9517517089844,183.26573181152344
244,226.47450256347656,215.08840942382812,95.96504974365234,280.62738037109375
245,271.79962158203125,119.95701599121094,224.67156982421875,9.723893165588379
246,248.86776733398438,173.81626892089844,285.9676513671875,111.99646759033203
247,192.33074951171875,99.55220031738281,240.38124084472656,186.15576171875
248,254.56011962890625,10.847524642944336,121.73310852050781,17.26982307434082
249,41.86903762817383,278.4006042480469,295.2021789550781,146.06468200683594
250,277.2291564941406,246.96031188964844,248.44375610351562,231.39405822753906
251,67.0450210571289,169.6107177734375,121.08203125,296.8306884765625
252,59.67170715332031,66.0339584350586,187.31369018554688,59.61487579345703
253,43.33866500854492,166.03533935546875,247.82339477539062,189.1014862060547
254,234.3484649658203,88.25945281982422,87.69837951660156,126.02610778808594
255,273.57861328125,210.64364624023438,304.1859436035156,167.50404357910156
256,179.01455688476562,294.60205078125,59.33030319213867,242.9567413330078
257,240.5359649658203,251.45924377441406,226.46646118164062,54.97210693359375
258,207.0498046875,274.7203674316406,172.7993927001953,113.609375
259,282.6776123046875,146.75369262695312,131.79664611816406,193.57644653320312
260,239.0322265625,54.892337799072266,30.317649841308594,163.28549194335938
261,281.9721374511719,195.0559844970703,197.66744995117188,190.38880920410156
262,158.0220947265625,225.85499572753906,80.52137756347656,262.4383850097656
263,101.2948989868164,265.7508544921875,267.44049072265625,46.89580154418945
264,139.7061309814453,254.50294494628906,126.56843566894531,160.6101837158203
265,245.0485382080078,215.77828979492188,284.78228759765625,57.976993560791016
266,279.0525817871094,268.71246337890625,192.2172088623047,291.4590148925781
267,85.20458221435547,263.52093505859375,232.26046752929688,188.47279357910156
268,45.72053909301758,15.255227088928223,19.961044311523438,63.08209228515625
269,242.96316528320312,123.92036437988281,233.08660888671875,196.90695190429688
270,128.3542022705078,237.34738159179688,42.00594711303711,142.03353881835938
271,245.62803649902344,60.318016052246094,206.94308471679688,103.5799331665039
272,25.28800392150879,169.54103088378906,123.86961364746094,25.969770431518555
273,194.72349548339844,91.76705932617188,28.178211212158203,45.008819580078125
274,42.7364616394043,166.70864868164062,40.143394470214844,279.48297119140625
275,252.2403106689453,284.76678466796875,101.48912048339844,275.298095703125
276,267.0846252441406,260.50201416015625,103.44601440429688,204.8307647705078
277,162.98065185546875,106.20356750488281,76.4421157836914,148.33428955078125
278,45.9235954284668,60.03446578979492,155.6988525390625,192.2904052734375
279,234.85580444335938,5.570223331451416,253.72903442382812,18.217126846313477
280,169.4210662841797,242.54869079589844,184.70669555664062,285.9440002441406
281,101.63514709472656,161.05499267578125,61.8956184387207,169.54547119140625
282,218.78343200683594,90.78594970703125,78.11383056640625,220.24583435058594
283,89.70680236816406,82.78117370605469,287.23248291015625,294.7987365722656
284,59.661869049072266,247.0154571533203,178.2949981689453,36.85765838623047
285,174.9328155517578,189.38427734375,18.945581436157227,228.2852783203125
286,246.66078186035156,34.2534294128418,205.40420532226562,139.41253662109375
287,99.68590545654297,150.23170471191406,50.265750885009766,104.8755874633789
288,196.3357391357422,165.3955078125,180.2390594482422,155.81344604492188
289,247.55270385742188,123.07623291015625,237.26844787597656,34.52617645263672
290,134.43798828125,128.424072265625,135.66627502441406,246.82713317871094
291,162.20419311523438,296.4852600097656,247.53330993652344,41.16026306152344
292,99.42068481445312,28.76609230041504,223.9671630859375,13.71518325805664
293,265.0084533691406,65.92533874511719,138.4027862548828,36.82734680175781
294,101.83662414550781,126.41314697265625,27.673553466796875,231.5386505126953
295,215.66676330566406,120.2489242553711,245.9403533935547,33.92482376098633
296,37.4459228515625,112.45484161376953,269.200439453125,221.378173828125
297,206.3321075439453,174.92364501953125,235.93650817871094,132.2301483154297
298,21.60965347290039,262.424560546875,49.772911071777344,124.43092346191406
299,117.6197280883789,42.62616729736328,121.1269760131836,56.02643585205078
300,205.0937042236328,209.68275451660156,3.598862409591675,137.67233276367188
301,173.07066345214844,275.0064392089844,137.65174865722656,70.94027709960938
302,29.794641494750977,267.0785217285156,223.8822784423828,259.8169860839844
303,87.36601257324219,191.23809814453125,37.73368453979492,251.3326873779297
304,111.18147277832031,284.2662048339844,135.73069763183594,18.41166877746582
305,263.44354248046875,202.6405487060547,102.1904296875,13.475361824035645
306,111.37203979492188,75.58704376220703,161.45919799804688,56.25440979003906
307,57.86649703979492,270.30316162109375,196.31866455078125,84.39013671875
308,269.9731140136719,186.0027313232422,285.709716796875,150.1580810546875
309,273.3584899902344,210.80145263671875,33.87131118774414,62.86066818237305
310,96.48387908935547,49.029319763183594,67.3850326538086,73.64537811279297
311,273.10504150390625,142.25234985351562,261.95599365234375,53.790306091308594
312,205.14288330078125,-20.266908645629883,269.7601318359375,4.279021263122559
313,116.44464874267578,254.7732696533203,286.9851989746094,10.430533409118652
314,248.74105834960938,155.20025634765625,19.428503036499023,240.28041076660156
315,51.291839599609375,190.7420196533203,226.4077911376953,207.95632934570312
316,121.60321807861328,10.43602180480957,155.6434783935547,263.52880859375
317,110.94363403320312,71.49344635009766,52.360225677490234,168.33143615722656
318,168.96119689941406,29.74203872680664,120.51333618164062,205.728515625
319,295.5730285644531,124.03748321533203,126.8379135131836,148.34381103515625
320,73.89291381835938,125.44470977783203,197.56521606445312,126.75079345703125
321,179.87838745117188,250.71963500976562,295.31585693359375,267.5594482421875
322,122.20304870605469,29.54936981201172,167.12899780273438,149.26991271972656
323,73.18196868896484,32.236690521240234,104.5346450805664,243.36764526367188
324,286.3924560546875,57.47983932495117,250.22686767578125,17.927671432495117
325,219.90882873535156,25.254222869873047,123.83856964111328,256.5035095214844
326,122.97747802734375,284.9735107421875,208.20594787597656,188.34371948242188
327,58.74089813232422,140.8633270263672,126.45245361328125,183.56866455078125
328,229.3517303466797,142.2665557861328,153.3752899169922,275.79010009765625
329,110.87678527832031,189.65333557128906,238.55374145507812,190.9928741455078
330,219.7593994140625,57.43087387084961,285.161865234375,62.155330657958984
331,177.80686950683594,107.6320571899414,183.5320281982422,97.38898468017578
332,134.78749084472656,222.4479217529297,79.59474182128906,224.1737518310547
333,106.08539581298828,50.14337921142578,190.2664337158203,58.87022018432617
334,128.6689453125,127.16341400146484,37.9013557434082,213.0798797607422
335,203.5267791748047,224.08258056640625,178.25218200683594,169.80734252929688
336,69.63912963867188,78.57672882080078,93.8779525756836,79.88711547851562
337,255.2163848876953,103.03562927246094,264.12725830078125,229.6243896484375
338,214.3681640625,111.12269592285156,36.53132247924805,293.3156433105469
339,258.9972229003906,124.67143249511719,259.8332214355469,267.9198913574219
340,114.90860748291016,152.3383331298828,107.23297882080078,199.91661071777344
341,272.93878173828125,290.1308288574219,237.37600708007812,94.78242492675781
342,265.50592041015625,305.9384765625,107.39273834228516,283.1753845214844
343,145.29556274414062,289.1035461425781,304.617919921875,242.0786590576172
344,209.63986206054688,78.2703857421875,46.471160888671875,131.8148956298828
345,218.68292236328125,269.73321533203125,161.43919372558594,211.70877075195312
346,206.87977600097656,77.1522445678711,180.61044311523438,298.2092590332031
347,47.915000915527344,221.2279052734375,185.10641479492188,116.01863861083984
348,243.50315856933594,18.202369689941406,257.9505615234375,247.93545532226562
349,142.75961303710938,29.234399795532227,147.0911407470703,174.3929443359375
350,87.82293701171875,152.9554901123047,232.89332580566406,274.459716796875
351,175.66441345214844,243.01368713378906,40.874610900878906,257.4667663574219
352,277.09576416015625,54.756011962890625,249.12205505371094,256.80059814453125
353,264.97650146484375,166.07205200195312,183.19168090820312,70.49280548095703
354,196.8590087890625,92.03266906738281,47.96515655517578,37.43785095214844
355,119.2688980102539,267.33587646484375,172.71478271484375,283.5057678222656
356,280.8509216308594,46.91739273071289,170.76516723632812,107.75862121582031
357,161.40367126464844,128.30545043945312,165.4849090576172,39.452537536621094
358,257.9947509765625,135.02484130859375,196.5193634033203,149.5637969970703
359,59.803890228271484,133.1492919921875,87.72118377685547,244.7693634033203
360,241.75482177734375,90.88858795166016,9.418561935424805,28.967798233032227
361,119.54421997070312,287.9922180175781,182.96109008789062,87.51244354248047
362,71.48678588867188,60.68561553955078,37.966285705566406,232.8629150390625
363,49.57818603515625,255.56639099121094,246.88677978515625,51.33418655395508
364,190.61306762695312,22.867279052734375,236.6768341064453,171.71160888671875
365,235.1110076904297,163.7135467529297,200.79588317871094,279.7119140625
366,177.62472534179688,261.2040710449219,108.85238647460938,40.5976676940918
367,15.981541633605957,86.22284698486328,243.0919189453125,101.52093505859375
368,75.68427276611328,157.603759765625,282.75775146484375,158.42759704589844
369,98.74673461914062,62.43868637084961,172.89218139648438,75.06536865234375
370,119.0116195678711,107.98662567138672,235.77371215820312,77.52322387695312
371,286.3114929199219,223.6664581298828,153.10516357421875,257.3935852050781
372,116.20587921142578,127.45306396484375,44.92633056640625,237.7933807373047
373,120.70719909667969,175.44497680664062,144.04078674316406,198.07530212402344
374,119.6899185180664,303.9012145996094,130.2707977294922,113.971435546875
375,122.67005157470703,226.74156188964844,308.69482421875,258.41851806640625
376,152.23460388183594,92.10948181152344,135.45083618164062,112.87714385986328
377,81.7598648071289,63.84619140625,293.8200988769531,155.53948974609375
378,44.82767105102539,133.9773712158203,117.55915069580078,164.67572021484375
379,269.06890869140625,275.1496887207031,225.86212158203125,200.8193817138672
380,211.93467712402344,143.33328247070312,149.78445434570312,97.48336791992188
381,210.2579345703125,40.411624908447266,107.31986999511719,265.2081298828125
382,76.586669921875,264.59991455078125,315.17584228515625,167.99124145507812
383,10.17040729522705,50.75286102294922,67.88434600830078,104.09578704833984
384,45.508750915527344,237.01748657226562,115.45951843261719,74.55567932128906
385,56.53931427001953,38.7392692565918,55.15565490722656,26.578948974609375
386,190.59107971191406,288.8866271972656,65.80553436279297,225.5401153564453
387,100.811279296875,46.318748474121094,206.3222198486328,264.8879699707031
388,30.825096130371094,64.1292953491211,80.60972595214844,276.8336181640625
389,121.44242858886719,239.14230346679688,154.4166717529297,113.12622833251953
390,231.5345001220703,184.65548706054688,101.83514404296875,176.882568359375
391,213.05877685546875,239.48484802246094,207.47007751464844,200.0998992919922
392,178.66030883789062,51.84682846069336,287.67181396484375,221.8422393798828
393,94.27825927734375,200.352783203125,200.82264709472656,202.46139526367188
394,124.2706298828125,163.29974365234375,206.6595001220703,73.56755065917969
395,153.62962341308594,54.167396545410156,48.34601593017578,261.0726623535156
396,42.3808479309082,290.1522521972656,150.2081756591797,141.90643310546875
397,109.77345275878906,123.34520721435547,123.64240264892578,168.4611358642578
398,110.10787200927734,232.602294921875,75.80218505859375,80.48017120361328
399,145.290283203125,295.9216003417969,19.066930770874023,219.93170166015625
400,14.020353317260742,129.616455078125,233.60565185546875,132.4187469482422
401,130.6324920654297,87.5075912475586,148.0071258544922,70.94599151611328
402,89.68753814697266,198.3888397216797,182.7469940185547,284.16973876953125
403,261.27825927734375,199.36915588378906,33.025787353515625,95.28064727783203
404,162.01829528808594,196.84559631347656,295.8220520019531,55.32481002807617
405,17.13167953491211,257.4408264160156,248.52012634277344,232.37013244628906
406,146.6827850341797,209.34654235839844,124.73673248291016,63.145870208740234
407,125.49454498291016,233.90550231933594,248.75770568847656,290.2405700683594
408,275.6297607421875,202.6679229736328,161.73089599609375,220.59457397460938
409,62.26473617553711,240.95883178710938,194.35015869140625,255.62623596191406
410,137.3765106201172,193.22915649414062,190.74803161621094,264.8651123046875
411,171.41058349609375,71.78750610351562,137.13201904296875,76.5567626953125
412,273.4910888671875,238.1082000732422,187.98333740234375,72.64537811279297
